age,workclass,education,marital-status,occupation,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income,years_experience,skills,salary_in_inr
41,Private,Some-college,Separated,System Admin,Amer-Indian-Eskimo,Female,6121,48,40,Germany,<=50K,0,"Networking, AWS, Shell Scripting",550000
50,Local-gov,Associate,Married-civ-spouse,Software Developer,Amer-Indian-Eskimo,Male,2331,33,58,United States,>50K,8,"Spring, Git, C++",1001944
45,Self-emp-not-inc,HS-grad,Married-civ-spouse,System Admin,White,Male,2384,1837,50,India,<=50K,1,"Shell Scripting, AWS, Networking",574201
26,Local-gov,PhD,Divorced,Business Analyst,White,Female,1110,721,40,United States,<=50K,16,"SQL, Excel, Presentation",986512
57,Self-emp-inc,Bachelors,Never-married,Data Analyst,Other,Female,395,918,42,Canada,>50K,14,"Power BI, Python, Excel",1008798
25,Local-gov,Some-college,Never-married,Business Analyst,Amer-Indian-Eskimo,Female,8420,74,51,Australia,>50K,18,"Problem Solving, Excel, Presentation",1152894
43,State-gov,Associate,Separated,Software Developer,Black,Male,3216,190,49,Germany,<=50K,7,"Java, Git, C++",872772
30,Self-emp-not-inc,HS-grad,Widowed,Data Analyst,Amer-Indian-Eskimo,Male,6994,1120,48,Canada,>50K,6,"SQL, Python, Tableau",767362
38,State-gov,HS-grad,Never-married,Data Analyst,Amer-Indian-Eskimo,Male,8085,233,32,China,>50K,10,"Python, Power BI, Excel",884560
58,Local-gov,Some-college,Divorced,Web Developer,Other,Male,9662,1065,51,Canada,>50K,7,"CSS, HTML, Node.js",780873
39,Self-emp-inc,Some-college,Divorced,Business Analyst,Amer-Indian-Eskimo,Male,9694,615,55,Canada,<=50K,4,"Problem Solving, SQL, Excel",822600
51,Self-emp-not-inc,Bachelors,Widowed,Web Developer,Amer-Indian-Eskimo,Other,6551,858,48,Canada,<=50K,7,"CSS, React, JavaScript",685211
42,Private,HS-grad,Separated,System Admin,Black,Female,7752,62,40,Canada,<=50K,7,"AWS, Docker, Networking",754967
35,Federal-gov,HS-grad,Married-civ-spouse,Software Developer,Black,Other,2701,688,35,Australia,<=50K,12,"Java, Git, Spring",952364
22,Self-emp-not-inc,Some-college,Separated,Business Analyst,White,Other,2488,105,30,Germany,<=50K,4,"Power BI, Problem Solving, Presentation",836824
58,Private,Bachelors,Married-civ-spouse,Software Developer,Asian-Pac-Islander,Male,638,1193,32,India,>50K,6,"C++, Spring, Git",881138
39,Local-gov,PhD,Widowed,ML Engineer,Other,Female,2271,133,44,Australia,>50K,5,"MLflow, Python, Scikit-learn",1149365
36,State-gov,PhD,Never-married,System Admin,Asian-Pac-Islander,Other,2667,1423,45,Germany,<=50K,16,"Shell Scripting, Docker, AWS",920288
48,Self-emp-not-inc,PhD,Divorced,Data Analyst,Black,Female,2436,1440,34,India,<=50K,18,"SQL, Excel, Python",1144780
30,Self-emp-not-inc,Associate,Never-married,Software Developer,Asian-Pac-Islander,Other,5242,1186,37,China,>50K,13,"Java, Python, Spring",1019349
52,State-gov,Bachelors,Divorced,Data Scientist,Amer-Indian-Eskimo,Male,5653,135,31,India,>50K,8,"Machine Learning, R, Statistics",1301504
47,State-gov,PhD,Separated,Data Scientist,Asian-Pac-Islander,Other,6919,1348,40,Australia,>50K,5,"Python, R, Machine Learning",1218120
27,Federal-gov,PhD,Married-civ-spouse,AI Engineer,Black,Male,8401,1236,45,Canada,>50K,5,"NLP, Python, Deep Learning",1309100
43,Local-gov,PhD,Divorced,AI Engineer,White,Female,8209,413,36,United States,<=50K,16,"TensorFlow, NLP, Deep Learning",1669584
34,Federal-gov,Associate,Never-married,Business Analyst,Other,Other,4754,1103,54,Germany,<=50K,10,"Excel, Presentation, Power BI",870570
52,Federal-gov,HS-grad,Widowed,Data Analyst,Asian-Pac-Islander,Other,3651,920,38,Canada,>50K,1,"Excel, Power BI, Python",718695
22,Local-gov,Masters,Never-married,Data Analyst,Amer-Indian-Eskimo,Male,6504,4,43,India,>50K,8,"Python, Tableau, SQL",911528
41,Local-gov,Associate,Never-married,Business Analyst,Other,Male,8750,1354,47,Canada,>50K,7,"Presentation, Power BI, Excel",945020
34,Private,Associate,Separated,ML Engineer,Asian-Pac-Islander,Other,4023,1938,45,India,<=50K,8,"Scikit-learn, XGBoost, Pandas",1147392
48,Self-emp-not-inc,HS-grad,Married-civ-spouse,Data Scientist,Asian-Pac-Islander,Male,4731,633,47,China,>50K,2,"Python, R, Statistics",1120218
37,Private,PhD,Married-civ-spouse,ML Engineer,Amer-Indian-Eskimo,Female,1989,1024,54,Australia,>50K,3,"Pandas, XGBoost, Python",1065019
27,Self-emp-inc,Masters,Separated,Data Analyst,Other,Female,298,1865,59,Australia,>50K,2,"SQL, Excel, Python",742418
32,Local-gov,Associate,Widowed,Data Analyst,Amer-Indian-Eskimo,Other,5757,61,40,Germany,>50K,13,"SQL, Tableau, Python",901357
34,Local-gov,Associate,Separated,ML Engineer,Black,Other,8099,1141,54,Germany,<=50K,20,"XGBoost, Scikit-learn, Python",1223840
50,Self-emp-not-inc,Bachelors,Widowed,Web Developer,White,Other,6103,1328,40,Germany,>50K,0,"JavaScript, React, HTML",600000
28,Local-gov,Some-college,Widowed,ML Engineer,Other,Male,7756,1012,47,Australia,>50K,10,"Python, MLflow, XGBoost",1203890
37,Self-emp-inc,Some-college,Separated,Software Developer,White,Male,899,1923,39,China,>50K,4,"Python, Spring, Java",876784
43,Federal-gov,Bachelors,Widowed,Web Developer,White,Female,5052,1512,39,Germany,<=50K,9,"JavaScript, CSS, Node.js",717441
30,Local-gov,Some-college,Widowed,ML Engineer,Asian-Pac-Islander,Male,1559,1996,38,Canada,<=50K,3,"Scikit-learn, MLflow, XGBoost",1037749
36,Private,PhD,Divorced,ML Engineer,Other,Other,8946,608,59,Australia,>50K,3,"Pandas, Python, Scikit-learn",1071304
27,State-gov,PhD,Divorced,AI Engineer,Black,Male,1545,1943,60,Australia,<=50K,15,"Python, NLP, PyTorch",1549545
56,Private,PhD,Married-civ-spouse,Data Analyst,White,Female,2758,379,50,Australia,>50K,3,"SQL, Tableau, Python",742450
32,State-gov,Associate,Widowed,Data Analyst,Amer-Indian-Eskimo,Male,8568,1792,38,Australia,>50K,6,"Tableau, Excel, SQL",844486
35,Local-gov,Associate,Separated,Data Analyst,Other,Female,5640,278,42,Australia,>50K,18,"Power BI, Python, SQL",953512
48,Self-emp-inc,Associate,Widowed,Business Analyst,White,Male,6644,1209,36,China,<=50K,4,"Problem Solving, SQL, Power BI",866048
29,State-gov,Masters,Married-civ-spouse,AI Engineer,Black,Male,762,1497,32,China,<=50K,6,"TensorFlow, Python, Deep Learning",1260552
35,State-gov,Bachelors,Never-married,System Admin,White,Female,3380,915,34,United States,>50K,3,"Shell Scripting, Docker, Networking",617230
55,State-gov,PhD,Separated,Data Analyst,Black,Male,6376,723,36,China,>50K,7,"Tableau, Python, Excel",870338
25,Self-emp-inc,Bachelors,Separated,Business Analyst,Black,Male,976,1532,44,Australia,<=50K,13,"Excel, Power BI, Problem Solving",1000731
39,Self-emp-not-inc,HS-grad,Never-married,Business Analyst,Other,Male,9608,930,41,Canada,>50K,14,"SQL, Power BI, Problem Solving",1069186
39,Self-emp-not-inc,HS-grad,Married-civ-spouse,Business Analyst,Black,Male,3840,1321,45,Germany,<=50K,17,"Problem Solving, SQL, Excel",1069107
45,Local-gov,PhD,Never-married,Software Developer,Other,Female,6614,41,32,Australia,>50K,3,"C++, Python, Git",854015
57,Local-gov,Some-college,Widowed,Data Scientist,Amer-Indian-Eskimo,Other,55,305,60,India,<=50K,17,"Machine Learning, SQL, Python",1537954
34,Self-emp-not-inc,Bachelors,Divorced,System Admin,Asian-Pac-Islander,Other,4455,1200,36,China,>50K,19,"Docker, Shell Scripting, Linux",976531
52,Local-gov,Masters,Married-civ-spouse,Web Developer,White,Female,5847,965,54,United States,>50K,15,"CSS, React, JavaScript",758070
26,Private,Some-college,Married-civ-spouse,Data Analyst,Amer-Indian-Eskimo,Male,3358,956,43,Australia,>50K,2,"SQL, Tableau, Power BI",728894
36,State-gov,Masters,Married-civ-spouse,Web Developer,White,Male,4201,23,59,Australia,>50K,8,"Node.js, React, HTML",704504
43,Self-emp-not-inc,Some-college,Never-married,ML Engineer,Asian-Pac-Islander,Other,8796,1528,50,United States,<=50K,8,"MLflow, Scikit-learn, XGBoost",1081664
53,Self-emp-not-inc,HS-grad,Divorced,ML Engineer,White,Other,9549,469,59,Australia,<=50K,13,"XGBoost, MLflow, Scikit-learn",1366964
32,Private,Associate,Never-married,AI Engineer,Asian-Pac-Islander,Male,2819,1684,35,United States,>50K,5,"PyTorch, Deep Learning, Python",1271725
40,Federal-gov,Bachelors,Separated,Data Analyst,Other,Male,515,241,53,China,<=50K,20,"Power BI, Tableau, SQL",941460
32,Federal-gov,HS-grad,Never-married,Data Scientist,Asian-Pac-Islander,Male,8733,358,51,Germany,<=50K,5,"R, Python, Machine Learning",1218000
28,Federal-gov,Masters,Married-civ-spouse,Software Developer,Other,Other,9093,1810,51,Australia,>50K,18,"Git, Python, C++",1072826
60,Local-gov,Associate,Widowed,Data Analyst,Amer-Indian-Eskimo,Female,2820,1251,56,Germany,<=50K,8,"Python, Excel, Power BI",785248
34,Federal-gov,PhD,Separated,Business Analyst,White,Other,1889,1631,52,United States,>50K,7,"Problem Solving, Excel, Power BI",929942
47,State-gov,Some-college,Married-civ-spouse,AI Engineer,Other,Male,8831,1793,37,United States,<=50K,1,"Deep Learning, Python, NLP",1227662
57,Private,PhD,Widowed,ML Engineer,Asian-Pac-Islander,Female,5440,1124,34,United States,<=50K,15,"Scikit-learn, MLflow, Python",1193920
55,Self-emp-not-inc,Some-college,Separated,ML Engineer,Amer-Indian-Eskimo,Other,8957,164,53,Canada,>50K,8,"XGBoost, Python, Pandas",1083016
23,State-gov,Associate,Never-married,AI Engineer,White,Female,2702,1551,53,China,>50K,2,"PyTorch, NLP, Python",1248768
56,State-gov,PhD,Never-married,AI Engineer,Black,Female,5125,776,51,India,>50K,16,"TensorFlow, Deep Learning, PyTorch",1443504
27,Local-gov,Masters,Widowed,Business Analyst,Asian-Pac-Islander,Female,8556,1864,54,India,<=50K,9,"Problem Solving, Excel, SQL",951897
52,Private,Some-college,Separated,Business Analyst,White,Male,9817,100,30,China,<=50K,7,"Presentation, Power BI, Problem Solving",898323
27,Self-emp-inc,Associate,Widowed,Software Developer,Other,Male,6638,773,48,India,<=50K,4,"Python, C++, Spring",888436
25,Self-emp-inc,PhD,Married-civ-spouse,System Admin,White,Other,645,1280,45,India,>50K,7,"AWS, Docker, Shell Scripting",701445
23,Local-gov,Associate,Widowed,Data Scientist,Black,Male,994,548,55,India,>50K,12,"SQL, Python, Statistics",1428116
22,Self-emp-inc,Associate,Divorced,Data Scientist,Other,Female,8166,1803,59,United States,>50K,12,"R, Python, Statistics",1325300
37,Self-emp-not-inc,Associate,Never-married,Data Scientist,Amer-Indian-Eskimo,Other,4835,1486,35,Australia,>50K,9,"Machine Learning, SQL, Python",1196102
37,Federal-gov,Associate,Married-civ-spouse,Web Developer,Other,Female,3504,213,39,Canada,<=50K,1,"React, JavaScript, Node.js",622775
32,Self-emp-inc,PhD,Divorced,AI Engineer,Black,Female,3753,1476,51,Canada,<=50K,5,"TensorFlow, PyTorch, Deep Learning",1253810
27,Federal-gov,HS-grad,Divorced,System Admin,Asian-Pac-Islander,Female,8404,1179,60,Australia,>50K,0,"Networking, Linux, Docker",550000
57,State-gov,Some-college,Widowed,Data Scientist,Asian-Pac-Islander,Female,2199,953,49,China,<=50K,10,"Python, SQL, Machine Learning",1218840
40,Self-emp-not-inc,Masters,Married-civ-spouse,Data Analyst,Asian-Pac-Islander,Male,8621,527,48,Canada,>50K,3,"Tableau, Excel, SQL",740044
27,Private,Associate,Widowed,Business Analyst,Other,Female,2027,1114,31,Australia,>50K,7,"Problem Solving, Excel, Power BI",865409
53,Self-emp-not-inc,Masters,Separated,Web Developer,Black,Male,6662,1750,31,China,<=50K,2,"Node.js, React, CSS",645514
28,Federal-gov,Some-college,Separated,AI Engineer,White,Male,3419,1680,30,India,>50K,10,"NLP, Python, TensorFlow",1341910
60,Local-gov,Bachelors,Married-civ-spouse,System Admin,Asian-Pac-Islander,Female,8148,540,53,Canada,>50K,19,"Linux, AWS, Docker",873038
47,Self-emp-inc,Some-college,Divorced,Data Scientist,White,Male,5099,1236,32,India,>50K,20,"Statistics, SQL, Python",1653380
40,Self-emp-not-inc,Masters,Separated,Business Analyst,Asian-Pac-Islander,Male,9610,285,54,Germany,<=50K,5,"SQL, Problem Solving, Excel",839340
50,Self-emp-inc,PhD,Divorced,System Admin,White,Male,4180,1912,31,China,>50K,9,"Networking, AWS, Shell Scripting",652636
45,State-gov,Bachelors,Divorced,Data Analyst,Amer-Indian-Eskimo,Female,7023,891,60,China,<=50K,3,"SQL, Excel, Tableau",731764
24,Self-emp-not-inc,Bachelors,Widowed,Data Analyst,Asian-Pac-Islander,Female,6518,1811,49,India,>50K,0,"Tableau, Excel, Power BI",700000
26,Self-emp-inc,Associate,Married-civ-spouse,ML Engineer,Black,Male,4161,1838,40,Canada,<=50K,13,"MLflow, Scikit-learn, Pandas",1373672
28,Federal-gov,Associate,Separated,System Admin,Other,Other,2336,1272,36,Australia,>50K,9,"Linux, Docker, AWS",729649
57,Private,Some-college,Separated,Data Analyst,Asian-Pac-Islander,Female,3889,976,57,China,>50K,16,"Excel, Tableau, SQL",971120
36,State-gov,PhD,Widowed,ML Engineer,White,Male,6071,924,52,China,<=50K,1,"MLflow, XGBoost, Pandas",1029033
26,Self-emp-inc,PhD,Widowed,Data Scientist,White,Other,7423,522,48,United States,>50K,19,"Statistics, Machine Learning, SQL",1646554
46,State-gov,PhD,Widowed,Business Analyst,White,Other,4842,297,47,Canada,>50K,20,"Problem Solving, SQL, Excel",1166500
58,Private,PhD,Never-married,Software Developer,Other,Other,3185,1952,35,United States,<=50K,7,"Python, C++, Spring",962715
58,Local-gov,Bachelors,Separated,AI Engineer,Other,Female,2539,815,50,India,>50K,13,"Python, NLP, Deep Learning",1421962
41,Local-gov,Associate,Married-civ-spouse,Data Analyst,Asian-Pac-Islander,Other,9869,1859,41,China,<=50K,16,"Excel, SQL, Python",861600
44,Federal-gov,Associate,Never-married,Data Scientist,Other,Other,7113,699,30,Australia,>50K,4,"Machine Learning, SQL, Statistics",1159216
49,State-gov,PhD,Never-married,System Admin,Other,Female,5647,833,50,India,>50K,6,"Linux, AWS, Networking",629314
31,Self-emp-not-inc,Some-college,Divorced,Web Developer,White,Female,3146,1591,38,Germany,>50K,7,"Node.js, JavaScript, React",732363
24,Private,Masters,Separated,Data Analyst,White,Male,8419,889,49,Germany,>50K,12,"SQL, Python, Tableau",972244
54,Self-emp-not-inc,Bachelors,Never-married,Data Analyst,Other,Female,417,98,60,India,<=50K,1,"Python, Power BI, SQL",719602
60,Private,Associate,Divorced,AI Engineer,Amer-Indian-Eskimo,Female,2903,1767,50,Australia,<=50K,18,"NLP, Deep Learning, TensorFlow",1464726
25,State-gov,PhD,Married-civ-spouse,Software Developer,Asian-Pac-Islander,Male,8114,902,44,Australia,<=50K,5,"Java, Spring, Git",916060
48,State-gov,Masters,Widowed,Data Scientist,Asian-Pac-Islander,Male,9100,1635,32,China,>50K,20,"Machine Learning, Statistics, Python",1405480
58,State-gov,Some-college,Never-married,Software Developer,White,Female,8584,1381,47,Canada,<=50K,6,"C++, Git, Spring",905630
27,Self-emp-not-inc,PhD,Divorced,Data Scientist,Black,Female,6575,222,44,Australia,>50K,14,"Python, R, Statistics",1286634
27,Local-gov,Masters,Never-married,System Admin,White,Male,6912,487,56,Australia,>50K,10,"Networking, AWS, Docker",828950
58,Self-emp-inc,HS-grad,Never-married,Data Analyst,Black,Female,1217,1825,51,Australia,<=50K,8,"Python, SQL, Power BI",824216
59,Self-emp-inc,Bachelors,Married-civ-spouse,System Admin,Asian-Pac-Islander,Other,704,1992,56,India,>50K,9,"Linux, Networking, AWS",700417
38,Private,HS-grad,Separated,ML Engineer,Black,Female,8186,1366,46,United States,>50K,2,"Python, Scikit-learn, XGBoost",1026046
53,Local-gov,Some-college,Married-civ-spouse,ML Engineer,Black,Female,8510,1905,43,United States,>50K,10,"Pandas, MLflow, Python",1239590
36,Local-gov,Masters,Never-married,Data Scientist,Other,Other,5217,836,30,Canada,<=50K,14,"Python, Machine Learning, SQL",1510018
56,State-gov,Associate,Separated,System Admin,White,Female,7836,1433,31,Germany,>50K,15,"Networking, AWS, Shell Scripting",772015
22,Self-emp-inc,Bachelors,Separated,Data Scientist,White,Other,2800,369,37,China,<=50K,5,"Python, Machine Learning, SQL",1209970
22,Self-emp-inc,Some-college,Separated,ML Engineer,Asian-Pac-Islander,Female,9329,307,53,India,>50K,5,"Python, Scikit-learn, Pandas",1143035
47,Federal-gov,Some-college,Never-married,Software Developer,Black,Female,9977,1109,39,Australia,>50K,5,"C++, Java, Git",855555
60,State-gov,Associate,Married-civ-spouse,System Admin,Other,Other,4108,1039,39,China,<=50K,19,"Shell Scripting, Linux, Docker",792288
40,Self-emp-inc,HS-grad,Widowed,Business Analyst,White,Other,7231,187,41,United States,<=50K,17,"Presentation, Problem Solving, SQL",1186050
34,Local-gov,Associate,Married-civ-spouse,AI Engineer,Other,Female,4503,779,54,India,>50K,2,"NLP, Deep Learning, TensorFlow",1254878
53,Federal-gov,Some-college,Married-civ-spouse,System Admin,Other,Female,2521,1714,56,United States,<=50K,18,"Networking, AWS, Shell Scripting",752518
56,Self-emp-inc,Associate,Widowed,AI Engineer,Amer-Indian-Eskimo,Other,3051,1397,50,United States,<=50K,8,"Python, TensorFlow, PyTorch",1379856
43,State-gov,HS-grad,Widowed,AI Engineer,White,Other,2045,343,38,Australia,<=50K,10,"TensorFlow, Deep Learning, PyTorch",1359810
55,Federal-gov,HS-grad,Widowed,System Admin,Black,Male,5783,1692,56,Australia,<=50K,20,"Networking, Docker, Shell Scripting",1099100
58,Self-emp-inc,HS-grad,Married-civ-spouse,Data Analyst,Other,Other,1689,696,42,United States,<=50K,10,"Excel, Power BI, Tableau",958360
33,Self-emp-inc,HS-grad,Married-civ-spouse,Data Scientist,Amer-Indian-Eskimo,Other,3631,1778,52,United States,<=50K,19,"SQL, Python, Machine Learning",1604070
28,Local-gov,Associate,Separated,Web Developer,Asian-Pac-Islander,Male,8022,1062,38,Germany,>50K,17,"JavaScript, HTML, Node.js",948500
53,State-gov,PhD,Divorced,Data Analyst,White,Male,5023,1286,49,India,>50K,16,"Python, SQL, Tableau",1112288
60,Federal-gov,Masters,Never-married,Data Analyst,Other,Other,5465,1191,37,Canada,>50K,2,"Power BI, Excel, Tableau",740156
27,Self-emp-inc,PhD,Separated,ML Engineer,Asian-Pac-Islander,Female,3314,219,36,China,<=50K,19,"Scikit-learn, Pandas, MLflow",1516553
28,Self-emp-not-inc,HS-grad,Separated,Web Developer,White,Male,4354,1951,57,United States,>50K,20,"HTML, JavaScript, Node.js",823060
44,Self-emp-not-inc,HS-grad,Separated,ML Engineer,Other,Other,7747,1149,31,Australia,>50K,4,"Pandas, Python, Scikit-learn",1087312
30,Self-emp-not-inc,Some-college,Widowed,Web Developer,Amer-Indian-Eskimo,Male,2242,1915,40,Australia,>50K,13,"React, HTML, CSS",978586
54,Federal-gov,HS-grad,Widowed,Business Analyst,Asian-Pac-Islander,Female,2745,283,45,China,<=50K,10,"Power BI, Problem Solving, Presentation",1042780
49,Self-emp-inc,PhD,Widowed,Software Developer,Black,Other,2111,623,60,Australia,>50K,2,"Spring, Python, Java",828920
22,Private,Bachelors,Married-civ-spouse,Software Developer,Asian-Pac-Islander,Other,3761,1200,50,United States,<=50K,7,"C++, Java, Git",942793
26,Self-emp-not-inc,Bachelors,Divorced,Web Developer,Amer-Indian-Eskimo,Male,8548,417,50,China,>50K,5,"HTML, JavaScript, CSS",696590
55,Local-gov,Some-college,Separated,System Admin,Other,Other,8038,295,45,China,>50K,7,"AWS, Docker, Shell Scripting",721164
40,State-gov,HS-grad,Married-civ-spouse,AI Engineer,Black,Female,8442,1512,52,United States,>50K,9,"PyTorch, Python, TensorFlow",1354413
33,State-gov,Some-college,Never-married,Data Scientist,Black,Male,2069,409,49,United States,>50K,20,"Python, SQL, Machine Learning",1360680
25,Federal-gov,Associate,Never-married,ML Engineer,Other,Male,6805,537,45,United States,<=50K,17,"Pandas, XGBoost, Python",1466633
32,Federal-gov,HS-grad,Widowed,ML Engineer,Amer-Indian-Eskimo,Male,2960,1842,41,Germany,>50K,8,"XGBoost, MLflow, Scikit-learn",1115560
46,Self-emp-not-inc,Some-college,Never-married,Web Developer,Black,Other,1478,1046,56,China,>50K,12,"Node.js, CSS, JavaScript",760200
47,Private,Some-college,Married-civ-spouse,Business Analyst,White,Other,7680,359,32,Germany,>50K,6,"Presentation, SQL, Power BI",924534
